Ad_Post_Date,Ad_Views,Address,Agency,District,ID,Link,Price,Price_Unit,Property_Type,Seller,Seller_Contact,Seller_Email,Title
"Oct 3, 2021",209,Sukedhara,Lucky Housing and Real Estate,Kathmandu,NH14367,https://www.nepalhomes.com/detail/land-on-sale-near-sukedhara,52 Lac,aana,Land,Uddhav Sedhain,9823013235,support@nepalhomes.com,Land on sale near Sukedhara
"Oct 4, 2021",64,Rudreshwor,Ghar Jagga Bazar Realestate,Kathmandu,NH14376,https://www.nepalhomes.com/detail/residential-land-on-sale-at-rudreshwor,42 Lac,aana,Land,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,Residential land on sale at Rudreshwor
"Oct 2, 2021",43,Nakkhu,Min prasad bashyal,Lalitpur,NH14361,https://www.nepalhomes.com/detail/beautiful-house-for-sale-in-nakkhu,6.4 Cr,NA,House,,980-1189696,drbashyal@hotmail.com,Beautiful house for sale in Nakkhu
"Sep 30, 2021",57,Gagalphedi,Ghar Jagga Bazar Realestate,Kathmandu,NH14349,https://www.nepalhomes.com/detail/land-on-sale-in-gagalphedi,19 Lac,aana,Land,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,Land on sale in Gagalphedi
"Sep 30, 2021",46,Golfutar,Ghar Jagga Bazar Realestate,Kathmandu,NH14351,https://www.nepalhomes.com/detail/land-on-sale-in-golfutar-sundarbasti,47 Lac,aana,Land,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,"Land on sale in Golfutar, Sundarbasti"
"Oct 1, 2021",99,Sorhakhutte,Suresh Baral,Kathmandu,NH14354,https://www.nepalhomes.com/detail/shutter-and-godown-for-rent-at-sorhakhutte,"9,000",m,Shop Space,,980-1189696,me.sureshbaral@gmail.com,Shutter and Godown for rent at Sorhakhutte
"Sep 30, 2021",61,Samakhusi,Ghar Jagga Bazar Realestate,Kathmandu,NH14352,https://www.nepalhomes.com/detail/fully-furnished-bungalow-for-sale-in-samakhusi,3.25 Cr,NA,House,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,Fully furnished bungalow for sale in Samakhusi
"Sep 30, 2021",79,Maijubahal,Rajendra Sharma,Kathmandu,NH14353,https://www.nepalhomes.com/detail/house-for-sale-in-maijubahal-chabahil,3.5 Cr,NA,House,,9861857000,snehashalabh@gmail.com,"House for sale in Maijubahal, Chabahil"
"Oct 1, 2021",171,Thapathali,Smart D Estate,Kathmandu,NH14356,https://www.nepalhomes.com/detail/house-on-sale-at-thapathali-kathmandu,6 Cr,NA,House,Prasanna Dharel,9861589682,info@smartdestate.com,"House on sale at Thapathali, Kathmandu"
"Oct 2, 2021",111,Banepa,Gokul,Kavrepalanchok,NH14358,https://www.nepalhomes.com/detail/land-for-sale-in-banepa,22 Lac,aana,Land,,980-1189696,dusmanraja11@gmail.com,Land for sale in Banepa
"Sep 30, 2021",138,Budhanilkantha,Nepal Real Estate Solution,Kathmandu,NH14347,https://www.nepalhomes.com/detail/house-for-sale-at-budhanilkantha-kathmandu,10.5 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"House for sale at Budhanilkantha, Kathmandu"
"Sep 28, 2021",112,Baluwakhani,Sara Sewa Private Limited,Kathmandu,NH14337,https://www.nepalhomes.com/detail/house-on-sale-at-kapan-baluwakhani,1.95 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"House on sale at Kapan, Baluwakhani"
"Sep 29, 2021",118,Pasikot,Fyafulla Real Estate Services,Kathmandu,NH14340,https://www.nepalhomes.com/detail/residential-land-for-sale-in-pasikot,33 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,Residential land for sale in Pasikot
"Sep 29, 2021",137,Chandragiri,Nepal Home Search,Kathmandu,NH14339,https://www.nepalhomes.com/detail/beautiful-house-for-sale-near-chandragiri-cable-car,4 Cr,NA,House,Prakash Subba,9802070333,info@nepalhomesearch.com,Beautiful house for sale near Chandragiri Cable Car
"Sep 29, 2021",97,Dhapakhel,Property  Portal Nepal,Lalitpur,NH14343,https://www.nepalhomes.com/detail/brand-new-house-for-sale-in-dhapakhel,1.9 Cr,NA,House,,9841942030,business.everyportalnepal@gmail.com,Brand new house for sale in Dhapakhel
"Sep 29, 2021",148,Ganesh Chowk,Nepal Real Estate Solution,Kathmandu,NH14341,https://www.nepalhomes.com/detail/land-for-sale-at-ganesh-chowk-budhanilkantha,45 Lac,aana,Land,Gopal Barudi,9851169909,info@realestateinnepal.com,"Land for sale at Ganesh Chowk, Budhanilkantha"
"Sep 29, 2021",131,Sundarbasti,Lucky Housing and Real Estate,Kathmandu,NH14342,https://www.nepalhomes.com/detail/house-on-sale-in-sundarbasti-bhangal,2.55 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,"House on sale in Sundarbasti, Bhangal"
"Sep 30, 2021",174,Kusunti,Sara Sewa Private Limited,Lalitpur,NH14346,https://www.nepalhomes.com/detail/new-house-on-sale-at-kantipur-colony-kunsunti,2.4 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"New House on sale at Kantipur Colony, Kunsunti"
"Sep 28, 2021",82,Sanepa,Ghar Jagga Bazar Realestate,Lalitpur,NH14333,https://www.nepalhomes.com/detail/apartment-for-rent-in-sanepa,1.2 Lac,m,Apartment,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,Apartment for rent in Sanepa
"Sep 26, 2021",220,Khumaltar,Ghar Jagga Bazar Realestate,Lalitpur,NH14321,https://www.nepalhomes.com/detail/house-for-sale-in-khumaltar-icimod,3.1 Cr,NA,House,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,"House for sale in Khumaltar, Icimod"
"Sep 26, 2021",243,Wasik,Sara Sewa Private Limited,Kathmandu,NH14322,https://www.nepalhomes.com/detail/bungalow-for-sale-in-wasik-budhanilkantha,3.75 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"Bungalow for sale in Wasik, Budhanilkantha"
"Sep 27, 2021",686,Imadol,Sara Sewa Private Limited,Lalitpur,NH14328,https://www.nepalhomes.com/detail/house-on-sale-at-sital-height-imadol,2.75 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"House on sale at Sital height, Imadol"
"Sep 27, 2021",273,Bagdol,Fyafulla Real Estate Services,Lalitpur,NH14329,https://www.nepalhomes.com/detail/full-furnished-flat-for-rent-in-bagdol-lalitpur,"30,000",m,Flats,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Full furnished Flat for rent in Bagdol, Lalitpur"
"Sep 27, 2021",203,Dholahiti,Nepal Real Estate Solution,Lalitpur,NH14330,https://www.nepalhomes.com/detail/furnished-bungalow-for-rent-in-dholahiti-lalitpur,3.2 Lac,m,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"Furnished bungalow for rent in Dholahiti, Lalitpur"
"Sep 27, 2021",59,Thankot,Buddham Real Estate,Kathmandu,NH14331,https://www.nepalhomes.com/detail/brand-new-residential-house-for-sale-near-thankot-checkpost-NH14331,1.6 Cr,NA,House,Ramesh Khanal,9860326313,buddhamrealestate@gmail.com,Brand new residential house for sale near Thankot Checkpost
"Sep 27, 2021",103,Basundhara,Kiran Tiwari,Kathmandu,NH14332,https://www.nepalhomes.com/detail/house-for-sale-in-bashundhara-kathmandu,3.5 Cr,NA,House,,980-1189696,bsunuwar@gmail.com,"House for sale in Bashundhara, Kathmandu"
"Sep 24, 2021",127,Budhanilkantha,Lucky Housing and Real Estate,Kathmandu,NH14305,https://www.nepalhomes.com/detail/bungalow-house-for-sale-near-budhanilkantha-chowk,3.5 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,Bungalow house for sale near Budhanilkantha Chowk
"Sep 24, 2021",128,Budhanilkantha,Lucky Housing and Real Estate,Kathmandu,NH14303,https://www.nepalhomes.com/detail/newly-built-house-for-sale-near-budhanilkantha-chowk,3.5 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,Newly built house for sale near Budhanilkantha Chowk
"Sep 24, 2021",168,Budhanilkantha,Nepal Real Estate Solution,Kathmandu,NH14302,https://www.nepalhomes.com/detail/beautiful-house-on-sale-at-budhanilkantha,3.75 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,Beautiful house on sale at Budhanilkantha
"Sep 26, 2021",112,Taulung,Dipendra Bhandari,Kathmandu,NH14316,https://www.nepalhomes.com/detail/a-beautiful-residential-land-for-sale-in-taulung,35 Lac,aana,Land,,980-1189696,echoes720@gmail.com,A beautiful residential land for sale in Taulung
"Sep 25, 2021",236,Bharatpur,Jaya Lal Kandel,Chitwan,NH14314,https://www.nepalhomes.com/detail/house-for-sale-near-gautam-buddha-international-cricket-stadium-bharatpur-chitwan,1.7 Cr,NA,House,,980-1189696,kandeljaya@gmail.com,"House for sale near Gautam Buddha International Cricket Stadium, Bharatpur, Chitwan"
"Sep 24, 2021",239,Gongabu,Lucky Housing and Real Estate,Kathmandu,NH14306,https://www.nepalhomes.com/detail/house-for-sale-inside-singapore-colony-gongabu,5.15 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,"House for sale inside Singapore Colony, Gongabu"
"Sep 25, 2021",187,Hattigaunda,koshal Raj Regmi,Kathmandu,NH14315,https://www.nepalhomes.com/detail/land-for-sale-in-hattigauda,35 Lac,aana,Land,,9851042758,4minds176@gmail.com,Land for sale in Hattigauda
"Sep 26, 2021",1.3k,Koteshwor,Nepal Real Estate Solution,Kathmandu,NH14317,https://www.nepalhomes.com/detail/duplex-system-house-for-sale-in-koteshwor,4.5 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,Duplex system house for sale in Koteshwor
"Sep 23, 2021",278,Sitapaila,G Bajra,Kathmandu,NH14299,https://www.nepalhomes.com/detail/apartment-for-rent-at-tch-tower-sitapaila,"55,000",m,Apartment,,"9801390878, 9849851557",rineshbajra@gmail.com,"Apartment for rent at TCH Tower, Sitapaila"
"Sep 22, 2021",302,Makalbari,Fyafulla Real Estate Services,Kathmandu,NH14286,https://www.nepalhomes.com/detail/house-for-sale-in-makalbari-gokarneshwor,3.1 Cr,NA,House,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"House for sale in Makalbari, Gokarneshwor"
"Sep 22, 2021",38,Baluwatar,Ghar Jagga Bazar Realestate,Kathmandu,NH14287,https://www.nepalhomes.com/detail/land-on-sale-at-baluwatar-kathmandu,80 Lac,aana,Land,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,"Land on sale at Baluwatar, Kathmandu"
"Sep 23, 2021",56,Thankot,Buddham Real Estate,Kathmandu,NH14295,https://www.nepalhomes.com/detail/brand-new-house-for-sale-in-thankot,2.1 Cr,NA,House,Ramesh Khanal,9860326313,buddhamrealestate@gmail.com,Brand new house for sale in Thankot
"Sep 23, 2021",96,Bhaisepati,Nepal Real Estate Solution,Lalitpur,NH14293,https://www.nepalhomes.com/detail/residential-house-on-sale-at-bhaisepati-lalitpur,3.8 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"Residential house on sale at Bhaisepati, Lalitpur"
"Sep 23, 2021",88,Mandikhatar,Sara Sewa Private Limited,Kathmandu,NH14296,https://www.nepalhomes.com/detail/brand-new-house-for-sale-near-hams-hosptal-mandikhatar,3.95 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"Brand new house for sale near HAMS Hosptal, Mandikhatar"
"Sep 23, 2021",131,Imadol,Nepal Real Estate Solution,Lalitpur,NH14294,https://www.nepalhomes.com/detail/beautiful-house-for-sale-in-imadol,7 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,Beautiful house for sale in Imadol
"Sep 23, 2021",83,Ochu Height,Sara Sewa Private Limited,Lalitpur,NH14297,https://www.nepalhomes.com/detail/brand-new-house-for-sale-at-ochu-height-imadol,2.3 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"Brand new house for sale at Ochu Height, Imadol"
"Sep 22, 2021",264,Jwagal,Smart D Estate,Lalitpur,NH14285,https://www.nepalhomes.com/detail/residential-flat-for-rent-in-jwagal-lalitpur,"25,000",m,Flats,Prasanna Dharel,9861589682,info@smartdestate.com,"Residential flat for rent in Jwagal, Lalitpur"
"Sep 21, 2021",71,Pepsicola,Sakar Kayastha,Kathmandu,NH14277,https://www.nepalhomes.com/detail/house-for-sale-at-pepsicola-townplanning,2.4 Cr,NA,House,,9862276244,kayasthasakar100@gmail.com,House for sale at Pepsicola Townplanning
"Sep 20, 2021",137,Imadol,Sara Sewa Private Limited,Lalitpur,NH14267,https://www.nepalhomes.com/detail/house-for-sale-at-imadol-ochu-height,2.75 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"House for sale at Imadol, Ochu Height"
"Sep 20, 2021",43,Ichangu Narayan,Fyafulla Real Estate Services,Kathmandu,NH14268,https://www.nepalhomes.com/detail/land-for-sale-in-ichangunarayan,25 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,Land for sale in Ichangunarayan
"Sep 21, 2021",35,Sitapaila,Fyafulla Real Estate Services,Kathmandu,NH14274,https://www.nepalhomes.com/detail/residential-land-on-sale-at-sitapaila-NH14274,43 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,Residential land on sale at Sitapaila
"Sep 21, 2021",82,Changathali,T.R.Bhusal,Lalitpur,NH14278,https://www.nepalhomes.com/detail/residential-house-for-sale-in-changathali-lalitpur,1.5 Cr,NA,House,,9856004561,jasonjeru1@gmail.com,"Residential house for sale in Changathali, Lalitpur"
"Sep 20, 2021",196,Kusunti,Sara Sewa Private Limited,Lalitpur,NH14264,https://www.nepalhomes.com/detail/house-on-sale-at-kantipur-colony-lalitpur,2.75 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"House on sale at Kantipur Colony, Lalitpur"
"Sep 22, 2021",67,Imadol,Smart D Estate,Lalitpur,NH14284,https://www.nepalhomes.com/detail/house-for-sale-at-imadol,2.4 Cr,NA,House,Prasanna Dharel,9861589682,info@smartdestate.com,House for sale at Imadol
"Sep 17, 2021",89,Kharibot,Lucky Housing and Real Estate,Kathmandu,NH14250,https://www.nepalhomes.com/detail/brand-new-house-for-sale-in-kapan-kharibot,3.05 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,"Brand new house for sale in Kapan, Kharibot"
"Sep 22, 2021",104,Bhaisepati,Sara Sewa Private Limited,Lalitpur,NH14282,https://www.nepalhomes.com/detail/land-for-sale-at-bhaisepati-lalitpur,45 Lac,aana,Land,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"Land for sale at Bhaisepati, Lalitpur"
"Sep 18, 2021",19,Baniyatar,Krishna Prajapati,Kathmandu,NH14256,https://www.nepalhomes.com/detail/residential-house-for-sale-in-baniyatar,3.75 Cr,NA,House,,980-1189696,kprajapati2077@gmail.com,Residential house for sale in Baniyatar
"Sep 17, 2021",55,Shankhamul,Nepal Real Estate Solution,Kathmandu,NH14249,https://www.nepalhomes.com/detail/house-on-sale-at-shankhamul-kathmandu,4.5 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"House on sale at Shankhamul, Kathmandu"
"Sep 17, 2021",254,Ekatabasti,Lucky Housing and Real Estate,Kathmandu,NH14251,https://www.nepalhomes.com/detail/house-for-sale-near-ekatabasti-kapan,2.95 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,"House for sale near Ekatabasti, Kapan"
"Sep 20, 2021",11,Soltidobato,Bishnu Karki,Kathmandu,NH14262,https://www.nepalhomes.com/detail/house-on-sale-at-soltidobato,3 Cr,NA,House,,9801117171,bnkarki@gmail.com,House on Sale at Soltidobato
"Sep 19, 2021",152,Hepali Height,Lucky Housing and Real Estate,Kathmandu,NH14258,https://www.nepalhomes.com/detail/bungalow-for-sale-at-hepali-height,13 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,Bungalow for sale at Hepali Height
"Sep 19, 2021",300,Nalinchwok,Meghana Real Estate,Bhaktapur,NH14259,https://www.nepalhomes.com/detail/land-for-sale-in-nalinchowk-bhaktapur,11.5 Lac,aana,Land,MK Raut,9851048315,realestatemeghana@gmail.com,"Land for sale in Nalinchowk, Bhaktapur"
"Sep 16, 2021",127,Pasikot,Sara Sewa Private Limited,Kathmandu,NH14236,https://www.nepalhomes.com/detail/house-for-sale-at-pasikot-budhanilkantha,3.5 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"House for sale at Pasikot, Budhanilkantha"
"Sep 16, 2021",44,Baluwatar,Ghar Jagga Bazar Realestate,Kathmandu,NH14241,https://www.nepalhomes.com/detail/land-on-sale-at-baluwatar,90 Lac,aana,Land,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,Land on sale at Baluwatar
"Sep 17, 2021",127,Bhaisepati,Nepal Real Estate Solution,Lalitpur,NH14248,https://www.nepalhomes.com/detail/house-for-sale-in-bhaisepati-lalitpur-NH14248,2.65 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"House for sale in Bhaisepati, Lalitpur"
"Sep 16, 2021",113,Sanepa,Fyafulla Real Estate Services,Lalitpur,NH14237,https://www.nepalhomes.com/detail/furnished-apartment-for-rent-in-sanepa,1.2 Lac,m,Apartment,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,Furnished apartment for rent in Sanepa
"Sep 16, 2021",158,Paknajol,Nepal Real Estate Solution,Kathmandu,NH14238,https://www.nepalhomes.com/detail/house-for-sale-in-paknajol-thamel,7.25 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"House for sale in Paknajol, Thamel"
"Sep 16, 2021",115,Budhanilkantha,Sara Sewa Private Limited,Kathmandu,NH14242,https://www.nepalhomes.com/detail/brand-new-bungalow-house-for-sale-in-budhanilkantha,3.6 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,Brand new bungalow house for sale in Budhanilkantha
"Sep 16, 2021",196,Jharuwarasi,Shreeya Karmacharya,Lalitpur,NH14243,https://www.nepalhomes.com/detail/house-for-sale-in-jharuwarasi-godawari,1.3 Cr,NA,House,,980-1189696,karmacharyashreeya@gmail.com,"House for sale in Jharuwarasi, Godawari"
"Sep 17, 2021",130,Golfutar,Nepal Real Estate Solution,Kathmandu,NH14247,https://www.nepalhomes.com/detail/house-on-sale-at-golfutar-budhanilkantha,3.75 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"House on sale at Golfutar, Budhanilkantha"
"Sep 15, 2021",202,Machhapokhari,Kb Adhikari,Kathmandu,NH14230,https://www.nepalhomes.com/detail/house-for-sale-in-machhapokhari-balaju,5.5 Cr,NA,House,,980-1189696,kbadhikari1966@gmail.com,"House for sale in Machhapokhari, Balaju"
"Sep 15, 2021",44,Manamaiju,Raju Shrestha,Kathmandu,NH14229,https://www.nepalhomes.com/detail/house-for-sale-at-manamaiju-nabeen-basti,5.85 Cr,NA,House,,980-1189696,raju@lunover.com,House for sale at Manamaiju
"Sep 16, 2021",78,Imadol,Sara Sewa Private Limited,Lalitpur,NH14231,https://www.nepalhomes.com/detail/new-house-for-sale-at-imadol-lalitpur,2.65 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"New house for sale at Imadol, Lalitpur"
"Sep 16, 2021",54,Manabahadur Marga,Sara Sewa Private Limited,Kathmandu,NH14234,https://www.nepalhomes.com/detail/new-house-on-sale-at-manbahadur-marg-budhanilkantha,3.1 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"New house on sale at Manbahadur Marg, Budhanilkantha"
"Sep 15, 2021",337,Imadol,Sara Sewa Private Limited,Lalitpur,NH14219,https://www.nepalhomes.com/detail/house-on-sale-near-krishna-mandir-imadol,22 Lac,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"House on sale near Krishna Mandir, Imadol"
"Sep 15, 2021",52,Dhobighat,Fyafulla Real Estate Services,Lalitpur,NH14222,https://www.nepalhomes.com/detail/land-on-sale-near-ford-showroom-dhobighat,70 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Land on sale near Ford Showroom, Dhobighat"
"Sep 16, 2021",73,Manabahadur Marga,Sara Sewa Private Limited,Kathmandu,NH14232,https://www.nepalhomes.com/detail/house-on-sale-at-manbahadur-marg-budhanilkantha,3.3 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"House on sale at Manbahadur Marg, Budhanilkantha"
"Sep 16, 2021",229,Sinamangal,Sara Sewa Private Limited,Kathmandu,NH14233,https://www.nepalhomes.com/detail/brand-new-house-for-sale-at-sinamangal,4.9 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,Brand New house for sale at Sinamangal
"Sep 15, 2021",136,Nakkhu,Sara Sewa Private Limited,Lalitpur,NH14217,https://www.nepalhomes.com/detail/house-on-sale-at-nakkhu-lalitpur,2.8 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"House on sale at Nakkhu, Lalitpur"
"Sep 14, 2021",237,Bhimsengola,Nepal Real Estate Solution,Kathmandu,NH14203,https://www.nepalhomes.com/detail/house-on-sale-at-sinamangal-bhimsengola,7.5 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"House on sale at Sinamangal, Bhimsengola"
"Sep 14, 2021",46,Khumaltar,Fyafulla Real Estate Services,Lalitpur,NH14208,https://www.nepalhomes.com/detail/plotted-land-on-sale-at-khumaltar,43 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,Plotted land on sale at Khumaltar
"Sep 14, 2021",164,Dhapasi,Anjil kc,Kathmandu,NH14214,https://www.nepalhomes.com/detail/house-on-sale-in-dhapasi-height-tokha,1 Cr,NA,House,,980-1189696,kcanjil661@gmail.com,"House on sale in Dhapasi Height, Tokha"
"Sep 14, 2021",123,Tribhuwan Park,Buddham Real Estate,Kathmandu,NH14213,https://www.nepalhomes.com/detail/land-on-sale-near-tribhuwan-park-thankot,26.5 Lac,aana,Land,Ramesh Khanal,9860326313,buddhamrealestate@gmail.com,"Land on sale near Tribhuwan Park, Thankot"
"Sep 14, 2021",101,Bhangal,Lucky Housing and Real Estate,Kathmandu,NH14210,https://www.nepalhomes.com/detail/brand-new-bungalow-house-on-sale-in-bhangal,3.1 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,Brand new bungalow house on sale in Bhangal
"Sep 14, 2021",66,Pasikot,Fyafulla Real Estate Services,Kathmandu,NH14209,https://www.nepalhomes.com/detail/land-for-sale-in-pasikot-NH14209,32 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,Land for sale in Pasikot
"Sep 15, 2021",119,Imadol,Sara Sewa Private Limited,Lalitpur,NH14216,https://www.nepalhomes.com/detail/house-on-sale-at-imadol-lalitpur,1.95 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"House on sale at Imadol, Lalitpur"
"Sep 13, 2021",45,Narayanthan,Ghar Jagga Bazar Realestate,Kathmandu,NH14201,https://www.nepalhomes.com/detail/commercial-land-on-sale-in-narayanthan,50 Lac,aana,Land,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,Commercial land on sale in Narayanthan
"Sep 12, 2021",245,Pokhara,Milan Subedi,Kaski,NH14185,https://www.nepalhomes.com/detail/land-on-sale-in-pokhara,1 Cr,NA,Land,,9866344140,subedimilan012@gmail.com,Land on sale in Pokhara
"Sep 12, 2021",53,Manabahadur Marga,Nepal Real Estate Solution,Kathmandu,NH14189,https://www.nepalhomes.com/detail/furnished-house-for-sale-in-man-bahadur-marg-bhangal,3.5 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"Furnished house for sale in Man Bahadur Marg, Bhangal"
"Sep 12, 2021",96,Bhangal,Lucky Housing and Real Estate,Kathmandu,NH14188,https://www.nepalhomes.com/detail/house-on-sale-at-bhangal-budhanilkantha,2.95 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,"House on sale at Bhangal, Budhanilkantha"
"Sep 12, 2021",65,Mulpani,Fyafulla Real Estate Services,Kathmandu,NH14187,https://www.nepalhomes.com/detail/residential-land-for-sale-in-mulpani,25 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,Residential land for sale in Mulpani
"Sep 12, 2021",164,Budhanilkantha,Sara Sewa Private Limited,Kathmandu,NH14192,https://www.nepalhomes.com/detail/house-on-sale-at-budhanilkantha-kathamadhu,3.6 Cr,NA,House,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"House on sale at Budhanilkantha, Kathamadhu"
"Sep 10, 2021",129,Chunikhel,binod raj moktan,Kathmandu,NH14181,https://www.nepalhomes.com/detail/house-on-sale-in-chunikhel-budhanilkantha,2.2 Cr,NA,House,,"9864477731, 9855029888",binodmoktan2077@gmail.com,"House on sale in Chunikhel, Budhanilkantha"
"Sep 10, 2021",56,Dhapasi,Fyafulla Real Estate Services,Kathmandu,NH14169,https://www.nepalhomes.com/detail/newly-built-house-for-sale-in-grande-dhapasi,2.1 Cr,NA,House,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Newly built house for sale in Grande, Dhapasi"
"Sep 9, 2021",184,Jhamsikhel,Fyafulla Real Estate Services,Lalitpur,NH14165,https://www.nepalhomes.com/detail/furnished-apartment-for-rent-in-jhamsikhel,"45,000",m,Apartment,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,Furnished apartment for rent in Jhamsikhel
"Sep 10, 2021",217,Sanepa,Nepal Real Estate Solution,Lalitpur,NH14172,https://www.nepalhomes.com/detail/house-on-sale-in-sanchal-sanepa,4.5 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"House on sale in Sanchal, Sanepa"
"Sep 10, 2021",117,Bhutkhel,Fyafulla Real Estate Services,Kathmandu,NH14171,https://www.nepalhomes.com/detail/land-on-sale-in-tokha-bhutkhel,25 Lac,NA,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Land on sale in Tokha, Bhutkhel"
"Sep 9, 2021",366,Bakhundole,Nepal Real Estate Solution,Lalitpur,NH14166,https://www.nepalhomes.com/detail/fully-furnished-apartment-for-rent-in-bakhundole-NH14166,"95,000",m,Apartment,Gopal Barudi,9851169909,info@realestateinnepal.com,Fully furnished apartment for rent in Bakhundole
"Sep 9, 2021",89,Thali,AMRITA LIMBU,Kathmandu,NH14161,https://www.nepalhomes.com/detail/land-for-sale-in-thali,35 Lac,aana,Land,,980-1189696,amrita222333@gmail.com,Land for sale in Thali
"Sep 10, 2021",338,Rudreshwor,Nepal Real Estate Solution,Kathmandu,NH14173,https://www.nepalhomes.com/detail/house-for-sale-near-rudreshwor-chowk-budhanilkantha,14.5 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"House for sale near Rudreshwor Chowk, Budhanilkantha"
"Sep 10, 2021",189,Kakrabari,Meghana Real Estate,Bhaktapur,NH14175,https://www.nepalhomes.com/detail/land-on-sale-near-dobhan-buspark-kakrabari,5 Lac,aana,Land,MK Raut,9851048315,realestatemeghana@gmail.com,"Land on sale near Dobhan Buspark, Kakrabari"
"Sep 8, 2021",76,Budhanilkantha,Ghar Jagga Bazar Realestate,Kathmandu,NH14154,https://www.nepalhomes.com/detail/land-for-sale-in-budhanilkantha-kathamadu,32 Lac,aana,Land,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,"Land for sale in Budhanilkantha, Kathamadu"
